ASV,Kingdom,Phylum,Class,Order,Family,Genus,Site,Hours,Oxygen,Label,baseMean,log2FoldChange,lfcSE,pvalue,padj
Seq_20,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,Plešné,72 h,Oxic,Labelled,343.9286239905466,4.5900797132135205,0.5727459924177621,1.0899884549401886e-15,3.145706680957385e-13
Seq_15,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,Plešné,72 h,Oxic,Labelled,389.6282365272564,4.901301803254283,0.5629749152725279,2.863401551449762e-18,1.3772961462473354e-15
Seq_7,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Roseiarcus,Plešné,72 h,Oxic,Labelled,501.6731534549025,0.9603765483397119,0.18297897877136096,1.8152529595507986e-5,4.6775178939853615e-4
Seq_8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,Plešné,72 h,Oxic,Labelled,880.9790014994769,4.437520241851678,0.5545040090379458,1.6521013002157134e-15,3.9733036270187906e-13
Seq_643,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter,Čertovo,216 h,Anoxic,Labelled,2.5461762289911767,1.8288937043701077,1.4500503803860387,1.3565493275632896e-4,0.011123704486018975
Seq_1063,Bacteria,Armatimonadota,Chthonomonadetes,Chthonomonadales,Chthonomonadaceae,Chthonomonas,Čertovo,216 h,Anoxic,Labelled,2.587312015792041,3.0836878561356795,1.4145516549934107,7.484402234623235e-6,0.0013041570893830988
Seq_2463,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc,Čertovo,216 h,Anoxic,Labelled,2.9575886667630003,3.0439912835738703,1.494809470357841,9.521498061898594e-6,0.0014747742553651822
Seq_1822,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Čertovo,216 h,Anoxic,Labelled,4.26763996768119,0.8468833827904331,1.081422523462346,0.001287545581409751,0.04960932339119662
Seq_1035,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Unclassified,Čertovo,216 h,Anoxic,Labelled,5.046068426672986,1.8322390623172575,0.8351606628635977,4.6309796004912334e-5,0.004611132545060557
Seq_1660,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Čertovo,216 h,Anoxic,Labelled,5.6451529875169175,1.0049269732457056,1.2324103045807606,6.214212650514707e-4,0.030937901552919648
Seq_594,Bacteria,Acidobacteriota,Acidobacteriae,Solibacterales,Solibacteraceae,Candidatus Solibacter,Čertovo,216 h,Anoxic,Labelled,6.743941501544147,1.7119607123427676,0.6775783441097603,3.7655764774400266e-5,0.004193964672305927
Seq_387,Bacteria,Acidobacteriota,Acidobacteriae,Solibacterales,Solibacteraceae,Candidatus Solibacter,Čertovo,216 h,Anoxic,Labelled,7.392725644201359,1.1280571028815272,0.42878188390452165,8.934100846326788e-4,0.040174634128321104
Seq_857,Bacteria,Acidobacteriota,Acidobacteriae,Solibacterales,Solibacteraceae,Candidatus Solibacter,Čertovo,216 h,Anoxic,Labelled,8.465385231543392,1.1415070986808036,0.43225129558305975,8.083519046492525e-4,0.037561418502701935
Seq_1134,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acidisoma,Čertovo,216 h,Anoxic,Labelled,8.945750219265072,1.1062521326999506,0.3568701830485641,5.326088121905574e-4,0.030935695174734875
Seq_1088,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Čertovo,216 h,Anoxic,Labelled,11.200870843624525,1.2520419232566784,1.038879719087015,7.523384511716361e-4,0.03616413106666417
Seq_522,Bacteria,Acidobacteriota,Acidobacteriae,Solibacterales,Solibacteraceae,Candidatus Solibacter,Čertovo,216 h,Anoxic,Labelled,11.397293829849355,1.234276253443087,0.5216817550261643,5.88305673119475e-4,0.030937901552919648
Seq_884,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,Čertovo,216 h,Anoxic,Labelled,12.091666899201794,0.9911620297486157,0.30934386236412337,9.541218384766828e-4,0.041563932588640495
Seq_444,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,ADurb.Bin063-1,Čertovo,216 h,Anoxic,Labelled,13.543776428910466,1.282370289009194,0.28119531877226145,5.655422600600998e-6,0.0013041570893830988
Seq_929,Archaea,Thermoplasmatota,Thermoplasmata,Unclassified,Unclassified,Unclassified,Čertovo,216 h,Anoxic,Labelled,16.459667798655843,1.043460230222138,0.2910621221508267,3.307205532325534e-4,0.02095565687300816
Seq_973,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Unclassified,Čertovo,216 h,Anoxic,Labelled,18.223247368278244,0.8626912369726207,0.2190950518816485,5.940517114252666e-4,0.030937901552919648
Seq_337,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Čertovo,216 h,Anoxic,Labelled,19.347147884759963,1.4490992739372808,1.228163236655724,3.7315436488756027e-4,0.022616399332750392
Seq_409,Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,Unclassified,Unclassified,Čertovo,216 h,Anoxic,Labelled,19.349360642135505,1.1306352452067063,0.26585130251130307,3.911157872308253e-5,0.004193964672305927
Seq_693,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Frankiaceae,Jatrophihabitans,Čertovo,216 h,Anoxic,Labelled,20.08662087271389,0.855945134113594,0.23145111515863992,9.985077496763395e-4,0.04217938797117628
Seq_287,Bacteria,Acidobacteriota,Acidobacteriae,Solibacterales,Solibacteraceae,Candidatus Solibacter,Čertovo,216 h,Anoxic,Labelled,20.376135590446793,1.287615003839924,0.35518111323578416,5.817462645317094e-5,0.005406361951714686
Seq_289,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Unclassified,Unclassified,Čertovo,216 h,Anoxic,Labelled,21.987079473470523,0.7847237012754891,0.20394663039027686,0.0013167467471121054,0.04960932339119662
Seq_138,Bacteria,Actinobacteriota,Actinobacteria,Catenulisporales,Actinospicaceae,Actinospica,Čertovo,216 h,Anoxic,Labelled,24.084564671777077,1.5577885623159704,0.31578471331152813,2.1381711068298785e-7,1.4903052614604253e-4
Seq_53,Bacteria,Acidobacteriota,Acidobacteriae,Solibacterales,Solibacteraceae,Candidatus Solibacter,Čertovo,216 h,Anoxic,Labelled,24.152696278031488,1.3876794996854052,0.2514812818766027,1.0952294896688032e-7,1.4903052614604253e-4
Seq_250,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acidisoma,Čertovo,216 h,Anoxic,Labelled,24.59964080140245,1.1451126081339322,0.23668523247739667,7.020484340739166e-6,0.0013041570893830988
Seq_44,Bacteria,Actinobacteriota,Actinobacteria,Catenulisporales,Actinospicaceae,Actinospica,Čertovo,216 h,Anoxic,Labelled,28.980942088867057,1.2049215246831129,0.2958414742596901,3.6364123057960915e-5,0.004193964672305927
Seq_433,Archaea,Thermoplasmatota,Thermoplasmata,Unclassified,Unclassified,Unclassified,Čertovo,216 h,Anoxic,Labelled,32.736925957387626,0.7747736112058841,0.16386292232083713,2.413955118633622e-4,0.016825267176876345
Seq_26,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),Occallatibacter,Čertovo,216 h,Anoxic,Labelled,36.64106871449693,0.9028815172149844,0.200993255449143,1.2590712475080845e-4,0.010969658243914186
Seq_244,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Unclassified,Čertovo,216 h,Anoxic,Labelled,43.230214026709284,0.7502084219444071,0.1863851352490952,0.0012718582752224877,0.04960932339119662
Seq_330,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acidicaldus,Čertovo,216 h,Anoxic,Labelled,47.362911674326156,0.7625700536028566,0.1888677556684006,0.0011150247672218152,0.045716015456094425
Seq_71,Bacteria,Acidobacteriota,Acidobacteriae,Solibacterales,Solibacteraceae,Candidatus Solibacter,Čertovo,216 h,Anoxic,Labelled,59.47097943461533,0.8604112663872913,0.18930804809664278,1.6115541169424799e-4,0.011823718100093772
Seq_80,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,Čertovo,216 h,Anoxic,Labelled,66.75485240627116,0.8277093873442892,0.2040094195281198,6.175911845494891e-4,0.030937901552919648
Seq_153,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,Čertovo,216 h,Anoxic,Labelled,75.87459385890394,1.0246272697541352,0.18978506912046436,3.5337564139878053e-6,0.0012315141102747502
Seq_199,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc,Čertovo,216 h,Anoxic,Labelled,77.07912569219404,1.8140582247583987,1.3852832004581905,1.4517320118965723e-4,0.011242857914354566
Seq_123,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc,Čertovo,216 h,Anoxic,Labelled,87.5236644015711,3.0769477376320964,1.348510849218145,6.407259800815264e-6,0.0013041570893830988
Seq_29,Bacteria,Proteobacteria,Gammaproteobacteria,WD260,Unclassified,Unclassified,Čertovo,216 h,Anoxic,Labelled,91.61989561477604,0.7271768169093058,0.14944597095087467,2.983951221593998e-4,0.019807752394771585
Seq_28,Bacteria,Acidobacteriota,Acidobacteriae,Solibacterales,Solibacteraceae,Candidatus Solibacter,Čertovo,216 h,Anoxic,Labelled,125.25396697503535,1.1287517505114717,0.200543680932922,6.48748569773218e-7,3.014518354212886e-4
Seq_55,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,Čertovo,216 h,Anoxic,Labelled,154.98229859210937,0.8380227794215676,0.15077553161558852,1.5269839464150356e-5,0.0021286156213025597
Seq_265,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),Occallatibacter,Čertovo,24 h,Anoxic,Labelled,57.43090876686423,0.9149339773567701,0.20182303803165316,1.3083763384696063e-6,0.003604576812483765
Seq_1121,Bacteria,Proteobacteria,Gammaproteobacteria,JG36-TzT-191,Unclassified,Unclassified,Čertovo,48 h,Anoxic,Labelled,2.2359675615837435,2.2949058710976797,1.657592813919235,5.4378130124756334e-5,0.028385383925122805
Seq_1513,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Unclassified,Čertovo,48 h,Anoxic,Labelled,3.0197816220548073,1.4547167571096482,1.6538308642941635,1.7640817710343386e-4,0.034531900667997176
Seq_719,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Aquisphaera,Čertovo,48 h,Anoxic,Labelled,4.599344898459281,1.5974309424567488,1.2395478347967115,1.6709737916322401e-4,0.034531900667997176
Seq_838,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,Čertovo,48 h,Anoxic,Labelled,5.338276664309307,2.0458934370317614,1.4006834541494504,7.835491076827474e-5,0.03067594756577956
Seq_731,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,Čertovo,48 h,Anoxic,Labelled,5.404290666452332,1.0987351289128422,0.7513954935887576,2.9459424101985606e-4,0.04193950740337224
Seq_1272,Bacteria,Chloroflexi,JG30-KF-CM66,Unclassified,Unclassified,Unclassified,Čertovo,48 h,Anoxic,Labelled,5.458504505378081,1.0474177468491648,0.8436691366473933,4.715309710747072e-4,0.04922783338019943
Seq_138,Bacteria,Actinobacteriota,Actinobacteria,Catenulisporales,Actinospicaceae,Actinospica,Čertovo,48 h,Anoxic,Labelled,7.1650444762541765,1.0839257754319536,0.7201159633639717,2.8578137888561275e-4,0.04193950740337224
Seq_377,Bacteria,Acidobacteriota,Acidobacteriae,Solibacterales,Solibacteraceae,Candidatus Solibacter,Čertovo,48 h,Anoxic,Labelled,10.335668327259047,0.9953016867039703,0.4609164003063358,1.404311271054258e-4,0.034531900667997176
Seq_337,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Čertovo,48 h,Anoxic,Labelled,14.874148740920146,1.2672593624745487,1.7399313612041356,1.6068382355995692e-4,0.034531900667997176
Seq_464,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Čertovo,48 h,Anoxic,Labelled,15.885991870674829,21.453384479709662,2.9660934320654793,2.69652395655503e-13,4.2227565159651775e-10
Seq_153,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,Čertovo,48 h,Anoxic,Labelled,31.181003955654788,0.8133511794215043,0.26007887781164507,2.454423164905518e-4,0.04193950740337224
Seq_199,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc,Čertovo,48 h,Anoxic,Labelled,56.09416736804525,1.2447127009998689,1.2923157874023041,3.693047682703414e-4,0.04448702054702728
Seq_54,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,Čertovo,48 h,Anoxic,Labelled,57.59725907821303,2.878962992015995,1.3840423995078905,1.6680456829134925e-5,0.013060797697212646
Seq_104,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Čertovo,48 h,Anoxic,Labelled,69.83938920039786,0.7749313432522,0.2312732977122804,3.3043412157484394e-4,0.043121652865517134
Seq_123,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc,Čertovo,48 h,Anoxic,Labelled,70.92969718683285,1.0413500878006834,1.4024013824319643,4.15176111800455e-4,0.04644041364853661
Seq_1442,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Unclassified,Čertovo,12 h,Oxic,Labelled,3.004064249947046,1.8444033037014715,1.7005962322890187,1.143287895694368e-4,0.049863684936498655
Seq_388,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Čertovo,12 h,Oxic,Labelled,28.71729124990285,22.610937769178683,2.9467970091264077,6.273184233207722e-15,9.576015731991588e-12
Seq_162,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Čertovo,12 h,Oxic,Labelled,35.88190234546343,22.277114974818854,2.9465951687686665,1.5282244809266738e-14,1.555223113423045e-11
Seq_233,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospirillaceae,Telmatospirillum,Čertovo,12 h,Oxic,Labelled,36.129505849955905,22.923564431846284,2.9464904423264557,2.6654934780425498e-15,8.137751588463905e-12
Seq_20,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,Čertovo,12 h,Oxic,Labelled,204.33795085521183,5.9572128796385595,1.4648432365532278,2.335424110714937e-7,1.7825124525031757e-4
Seq_15,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,Čertovo,12 h,Oxic,Labelled,301.08048946534285,4.757075016328818,1.3281922732181097,7.660888831242469e-7,3.8981156002972095e-4
Seq_8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,Čertovo,12 h,Oxic,Labelled,525.0521840948841,4.559901652928027,1.158373865436854,4.204863631438096e-7,2.5674897333561014e-4
Seq_2955,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Methylacidiphilales,Methylacidiphilaceae,Unclassified,Čertovo,24 h,Oxic,Labelled,1.3097753711640714,1.879133198833649,1.7017072910384563,0.0022026016048803192,0.04300317419052052
Seq_4612,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,Čertovo,24 h,Oxic,Labelled,1.607986016434809,2.2515150865871463,1.5340741990901277,0.0010444736997694598,0.020991873377719534
Seq_2812,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dyella,Čertovo,24 h,Oxic,Labelled,1.7822973306114172,2.908098681061401,1.401272603328428,3.033316427570873e-4,0.006578807788696736
Seq_783,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Lawsonella,Čertovo,24 h,Oxic,Labelled,1.9962837190145064,1.82382766277221,1.7162909362223082,0.002417535601767842,0.046754226260604485
Seq_1960,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,Čertovo,24 h,Oxic,Labelled,2.153619579550023,2.296113497715038,1.3480390314082427,7.15176673865649e-4,0.014960328381883475
Seq_3527,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),Granulicella,Čertovo,24 h,Oxic,Labelled,2.209184540022105,1.6694746736585133,1.4586702316158728,0.0025564701816524938,0.04897910161109918
Seq_2375,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Unclassified,Unclassified,Čertovo,24 h,Oxic,Labelled,2.2752720417944516,3.3635359758160637,1.28850824248395,1.1186425322273668e-4,0.002576648529287755
Seq_3603,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Unclassified,Čertovo,24 h,Oxic,Labelled,2.2964507424137093,3.7660525774659894,1.3059754883466408,5.900597807888534e-5,0.001512028188271437
Seq_4449,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Unclassified,Čertovo,24 h,Oxic,Labelled,2.3645283173665748,2.12411232812159,1.4297866387558997,0.0011032766115407944,0.021958417996685714
Seq_2267,Bacteria,Firmicutes,Bacilli,Entomoplasmatales,Candidatus Spiroplasma,Unclassified,Čertovo,24 h,Oxic,Labelled,2.886696019975333,4.072598116279689,1.2777810188242893,2.9863373645997e-5,8.16265546323918e-4
Seq_2365,Bacteria,Actinobacteriota,Actinobacteria,Catenulisporales,Actinospicaceae,Actinospica,Čertovo,24 h,Oxic,Labelled,3.00068331906422,4.349331685606757,1.0562988044703647,3.606472591708089e-6,1.1735347322224733e-4
Seq_2808,Bacteria,Actinobacteriota,Actinobacteria,Catenulisporales,Catenulisporaceae,Catenulispora,Čertovo,24 h,Oxic,Labelled,3.0465757667275177,3.1145963226335165,1.459998153916932,2.4908031971612786e-4,0.005611150059539145
Seq_162,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Čertovo,24 h,Oxic,Labelled,3.348693015635249,2.2177032371817975,1.6578568319021703,0.0012662310158787664,0.02495936137068722
Seq_2151,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Asticcacaulis,Čertovo,24 h,Oxic,Labelled,3.4549683956919046,4.185908626178583,1.0238693157345256,4.482503126410146e-6,1.4358017826782499e-4
Seq_1388,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Unclassified,Čertovo,24 h,Oxic,Labelled,3.536503696446579,2.9472349084957474,1.433454489450266,3.048715804518e-4,0.006578807788696736
Seq_3964,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),Unclassified,Čertovo,24 h,Oxic,Labelled,3.562549737614573,4.661632256449439,0.985204800510029,3.649838970141374e-7,1.3603945252345122e-5
Seq_1028,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Frondihabitans,Čertovo,24 h,Oxic,Labelled,4.3507309887906045,3.106110102378694,2.1133628680461696,4.787484347678466e-4,0.010117879291485417
Seq_2153,Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,Unclassified,Unclassified,Čertovo,24 h,Oxic,Labelled,4.582803811571605,2.919767008728567,0.9166636797514657,5.2362570285889514e-5,0.0013587755580515633
Seq_1830,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,Čertovo,24 h,Oxic,Labelled,4.7391369650533255,2.624983353768994,0.8761459942132187,7.49024516618521e-5,0.0018500003121300823
Seq_2811,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,Čertovo,24 h,Oxic,Labelled,5.180762483178623,4.618920403052409,1.0916480910357533,2.03347491332786e-6,6.947705953870188e-5
Seq_2203,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),Acidipila,Čertovo,24 h,Oxic,Labelled,5.2907498270982085,3.288961888134185,0.7258436296696914,2.382522979076257e-6,7.877696946945688e-5
Seq_2786,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Unclassified,Čertovo,24 h,Oxic,Labelled,5.446245351080632,4.171500069380232,1.7793548989153087,8.340831056952799e-5,0.002011612196088616
Seq_57,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,Čertovo,24 h,Oxic,Labelled,5.736074556578404,4.644690979124399,1.4791051919793061,1.9558311543897713e-5,5.568685925693099e-4
Seq_2505,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Conexibacter,Čertovo,24 h,Oxic,Labelled,6.038683902338406,1.7562944670308476,0.6331678417487753,9.113067464288652e-5,0.002172300965324621
Seq_2220,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,Čertovo,24 h,Oxic,Labelled,6.067654417024885,3.884102068738357,1.5881567603209035,9.693177227741099e-5,0.002284024519180374
Seq_225,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Turicella,Čertovo,24 h,Oxic,Labelled,6.5454382360493435,3.8204240934876657,1.4422798072859515,7.883610621442632e-5,0.0019239764016615948
Seq_2640,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Čertovo,24 h,Oxic,Labelled,7.049579082011449,4.516373035462573,1.7418439396002798,4.52966920990002e-5,0.0011904899846532104
Seq_1724,Bacteria,Actinobacteriota,Actinobacteria,Catenulisporales,Actinospicaceae,Actinospica,Čertovo,24 h,Oxic,Labelled,7.247200808660975,4.14941731289646,0.8910266117618728,8.364331428359797e-7,2.956358522092687e-5
Seq_54,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,Čertovo,24 h,Oxic,Labelled,7.290646264992434,3.884565371713287,0.9409354188309998,5.1049605049487465e-6,1.6100260054069125e-4
Seq_975,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,Čertovo,24 h,Oxic,Labelled,7.427903177706811,4.3971337856238595,0.7609969363488159,4.352761073467114e-9,2.6244588825316426e-7
Seq_298,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Conexibacter,Čertovo,24 h,Oxic,Labelled,8.2905063316461,1.7850783251629139,0.5428361526972918,2.7063048422114105e-5,7.497195846666745e-4
Seq_1654,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Unclassified,Čertovo,24 h,Oxic,Labelled,8.629512565220406,4.198918944107183,1.668731112017813,6.754459896698864e-5,0.001688614974174716
Seq_1610,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,Čertovo,24 h,Oxic,Labelled,9.045331714871365,3.9549340204304655,1.0832925925787393,1.4222477492651596e-5,4.2876586558729076e-4
Seq_1463,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,Čertovo,24 h,Oxic,Labelled,9.751768393252291,3.706917515400069,0.6430132806798824,1.1437377065724305e-8,5.718688532862153e-7
Seq_2045,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,Čertovo,24 h,Oxic,Labelled,10.437270058652917,5.692446913119555,1.2371333680936405,1.566555824481767e-7,6.296940078799259e-6
Seq_844,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,Čertovo,24 h,Oxic,Labelled,10.517467096345332,1.4897029116679228,0.5833384628581418,1.5096168746858113e-4,0.0034385717701176815
Seq_2033,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),Granulicella,Čertovo,24 h,Oxic,Labelled,10.82807554681167,5.119414264997436,0.884155149021465,1.4711351061706183e-9,1.077081059874917e-7
Seq_1001,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),Granulicella,Čertovo,24 h,Oxic,Labelled,11.440980359287959,5.585135547259257,0.8837646672402671,3.831090522019881e-11,3.739874081019407e-9
Seq_937,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Čertovo,24 h,Oxic,Labelled,11.630165929795668,1.6751955249765855,0.5246991226699683,3.1374200233235986e-5,8.352871490666723e-4
Seq_1869,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Čertovo,24 h,Oxic,Labelled,12.612357216092827,2.865757400968713,0.4964002243275707,2.7960470880614172e-8,1.2737547845613123e-6
Seq_647,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,Čertovo,24 h,Oxic,Labelled,12.988101731129648,0.9539126280082372,0.31784147348542363,2.9459825842068137e-4,0.006493832578090288
Seq_1806,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,Čertovo,24 h,Oxic,Labelled,13.214801749599184,3.61815694483071,1.440403167034858,1.0930057872558075e-4,0.0025462066634936425
Seq_1453,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,Čertovo,24 h,Oxic,Labelled,14.162435226013976,2.8331033767139533,0.5315318399505061,1.8493413389276686e-7,7.290672586157155e-6
Seq_1012,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,Čertovo,24 h,Oxic,Labelled,14.483125104119269,2.553946528423924,0.49747076038302585,3.933615806375609e-7,1.439984357691071e-5
Seq_503,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Rhodoferax,Čertovo,24 h,Oxic,Labelled,14.911448522643063,3.9649088908468757,1.1342299209241617,1.900079435526196e-5,5.48614484905451e-4
Seq_811,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),Granulicella,Čertovo,24 h,Oxic,Labelled,15.710387483165452,2.098430298070468,0.3600204996950767,2.1094660564152562e-8,1.009717630444509e-6
Seq_164,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),Acidipila,Čertovo,24 h,Oxic,Labelled,16.09421736053286,2.69829738644506,0.43197447758787,3.4637758877770426e-9,2.2189814281071679e-7
Seq_479,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,Čertovo,24 h,Oxic,Labelled,16.3741027795505,2.022203845457669,0.3275107844243803,4.489466669384761e-9,2.6295447634967886e-7
