Comparison,ASV,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Plesne & Oxic & Labelled,Seq_479,7.607641174169378,1.1439680262612633,0.3395323356657748,3.3692461839256165,3.7687037411049894e-4,0.005230155268189977
Plesne & Oxic & Labelled,Seq_961,7.254171281767864,1.259950132118704,0.22055078131731598,5.712743906837306,5.5584456489792805e-9,1.8045096767579165e-7
Plesne & Oxic & Labelled,Seq_519,7.172351797110461,4.169371472763198,0.6475649453822209,6.43853794510488,6.031490294433928e-11,2.4921021262002e-9
Plesne & Oxic & Labelled,Seq_937,7.0396862551718,1.829786819494188,0.3742369935115452,4.889379861474702,5.057706710976433e-7,1.2098566842835731e-5
Plesne & Oxic & Labelled,Seq_383,7.0005989751339115,0.6610839067484727,0.20353798842697965,3.247963251762411,5.811714077346401e-4,0.007712187001909312
Plesne & Oxic & Labelled,Seq_1020,6.976329705446148,2.2063103554230756,0.368836818847209,5.98180616110628,1.103383972901944e-9,3.933239338697518e-8
Plesne & Oxic & Labelled,Seq_163,6.975133165895911,0.8264939101873423,0.19136686806581701,4.3188976155636585,7.840525135572147e-6,1.532696203921523e-4
Plesne & Oxic & Labelled,Seq_1505,6.852507795102718,0.9511584080552089,0.3372683046269831,2.820183204310245,0.002399811933763037,0.025663871150477652
Plesne & Oxic & Labelled,Seq_1183,6.848372166731994,3.1140746204692897,0.5167178430557331,6.026644255312481,8.369945153142946e-10,3.0433120576827753e-8
Plesne & Oxic & Labelled,Seq_1287,6.83984525784391,1.6762308763912437,0.4208095409142704,3.9833480789180453,3.3975558196873725e-5,5.996850951642371e-4
Plesne & Oxic & Labelled,Seq_1734,6.805244912824396,2.1983744547030413,0.3829042175454963,5.741316898505649,4.697154976946522e-9,1.581375508905329e-7
Plesne & Oxic & Labelled,Seq_302,6.727886847280552,3.3289454786445623,0.6380291489700484,5.2175445025017755,9.06553350426147e-8,2.3544485586781935e-6
Plesne & Oxic & Labelled,Seq_1241,6.413567425991898,1.1342341748358586,0.33347744754990927,3.4012320268407525,3.3541431417006374e-4,0.004727001729931596
Plesne & Oxic & Labelled,Seq_1497,6.204017996162383,3.1629160977134534,0.5044026839353364,6.2706171050408885,1.7980998166234764e-10,7.264323259158844e-9
Plesne & Oxic & Labelled,Seq_679,6.191160837758192,0.5217159880814777,0.18921845506010201,2.757215134833246,0.002914799149601008,0.02982676577953749
Plesne & Oxic & Labelled,Seq_817,6.047461272805217,2.062484558448213,0.672448663666644,3.0671256705339482,0.001080639856253629,0.012840544174307827
Plesne & Oxic & Labelled,Seq_751,5.998268890492723,0.6479379636636005,0.20283481169496065,3.1944120353365273,7.005798917925098e-4,0.009097530309134164
Plesne & Oxic & Labelled,Seq_1610,5.938225733708526,4.548076507934833,0.6993327466815293,6.50345136777356,3.924890348702709e-11,1.7403538180345183e-9
Plesne & Oxic & Labelled,Seq_1956,5.761426532433675,1.2324069386347218,0.44904177749294477,2.7445262343192223,0.003029915536577342,0.03060593655174746
Plesne & Oxic & Labelled,Seq_1762,5.659227746386079,3.1721493199100474,0.5671275560856295,5.593361292130709,1.1135758233331387e-8,3.431323469185841e-7
Plesne & Oxic & Labelled,Seq_2191,5.654233898904666,2.805747573269929,0.4053646205082524,6.921540340032733,2.2337943670438396e-12,1.194422988025206e-10
Plesne & Oxic & Labelled,Seq_818,5.43912654085288,1.853934345487644,0.31884917206544333,5.81445557307932,3.0415769128253217e-9,1.0433182693427237e-7
Plesne & Oxic & Labelled,Seq_1149,5.259074095739407,1.5292009808106273,0.2530853180618573,6.042235055440359,7.599690580893375e-10,2.819640301237583e-8
Plesne & Oxic & Labelled,Seq_122,5.174243017531208,1.827541011248855,0.4296495515072967,4.25356201312785,1.0519831836213038e-5,1.9716550802304438e-4
Plesne & Oxic & Labelled,Seq_396,5.144679363246077,0.7564400420061524,0.24401229930667984,3.1000078445039465,9.675775869549686e-4,0.011885513872190088
Plesne & Oxic & Labelled,Seq_826,4.986223506211669,0.8562005943331881,0.23034801265811292,3.716987112035466,1.0080636187883686e-4,0.0015798790163424603
Plesne & Oxic & Labelled,Seq_399,4.615456057808607,0.9364460934826113,0.286485929083274,3.2687332899006383,5.401503990119432e-4,0.007274025373360834
Plesne & Oxic & Labelled,Seq_1061,4.596890818256285,2.9095857772017664,0.5880830304164765,4.9475764929676975,3.757158908117112e-7,9.107353193275878e-6
Plesne & Oxic & Labelled,Seq_1388,4.38388507565874,1.2320181807757045,0.31811779306786714,3.87283643864858,5.378801255569984e-5,8.88969152966021e-4
Plesne & Oxic & Labelled,Seq_1550,4.264979628680051,0.998445056260199,0.32461242324018746,3.0758066690547725,0.0010496695906279095,0.012637743812990328
Plesne & Oxic & Labelled,Seq_1946,4.18953798906658,0.9582893507996232,0.34604705388934265,2.7692458006189544,0.0028093114531396748,0.029184732696045306
Plesne & Oxic & Labelled,Seq_700,3.6957726029244404,1.3832392805409663,0.48330936436963196,2.8620163036673,0.002104776261170183,0.023079576239829713
Plesne & Oxic & Labelled,Seq_2026,3.6544521167839643,2.275091762736082,0.4162137962557312,5.466161341125305,2.2994289059929378e-8,6.431325770915632e-7
Plesne & Oxic & Labelled,Seq_672,3.5561528987102933,1.9877759381772668,0.5076729241402717,3.915465733264195,4.511492996453136e-5,7.665321745375516e-4
Plesne & Oxic & Labelled,Seq_1553,3.5505277272452673,0.9072798982962077,0.3366530344024091,2.6949999126154176,0.003519432475380631,0.034963542296404304
Plesne & Oxic & Labelled,Seq_2151,3.3582301954480474,3.0534334152223557,0.6317197412064302,4.833525400664296,6.706807747846706e-7,1.543414745010799e-5
